Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Roll	Pitch	Yaw	Time Stamp	    UTC Time	UTC Date	
(m.s^-2)	(m.s^-2)	(m.s^-2)	(°.s^-1)	(°.s^-1)	(°.s^-1)	(°)	(°)	(°)	(s)	(HH:MM:SS.SS	(YYYY-MM-DD)	
0.437	0.425	-10.505	-0.210362	0.605428	-10.205341	-0.737788	1.796278	26.742276	2016.088	15:55.4	3/16/2024	166.088
0.287	0.616	-9.611	-0.468387	0.735382	-10.332543	-0.747318	1.805742	26.598406	2016.102	15:55.5	3/16/2024	166.102
0.434	0.565	-10.169	-0.549022	0.803521	-10.254245	-0.757792	1.815889	26.454161	2016.116	15:55.5	3/16/2024	166.116
0.515	0.951	-10.337	-0.698142	0.593313	-10.330284	-0.769717	1.825831	26.309359	2016.13	15:55.5	3/16/2024	166.13
0.459	0.476	-10.495	-0.692006	0.80407	-10.499483	-0.786085	1.833791	26.163123	2016.144	15:55.5	3/16/2024	166.144
0.543	0.683	-10.366	-0.552157	1.194546	-10.522242	-0.798439	1.843806	26.017405	2016.158	15:55.5	3/16/2024	166.158
0.309	0.787	-9.728	-0.342494	1.324235	-10.379544	-0.806261	1.855273	25.872374	2016.172	15:55.5	3/16/2024	166.172
0.371	0.876	-9.4	-0.407018	1.079942	-10.312878	-0.804912	1.866179	25.72914	2016.186	15:55.5	3/16/2024	166.186
0.372	0.851	-9.374	-0.20456	1.025172	-10.298925	-0.80359	1.877089	25.585901	2016.2	15:55.5	3/16/2024	166.2
0.373	0.825	-9.348	-0.002102	0.970401	-10.284973	-0.802295	1.888002	25.442663	2016.214	15:55.6	3/16/2024	166.214
0.374	0.8	-9.321	0.200356	0.91563	-10.271021	-0.801028	1.898918	25.299425	2016.228	15:55.6	3/16/2024	166.228
0.374	0.775	-9.295	0.402813	0.86086	-10.257069	-0.799787	1.909838	25.156184	2016.242	15:55.6	3/16/2024	166.242
0.375	0.75	-9.269	0.605271	0.806089	-10.243117	-0.798575	1.92076	25.012954	2016.256	15:55.6	3/16/2024	166.256
0.376	0.725	-9.243	0.807729	0.751318	-10.229165	-0.797389	1.931685	24.869714	2016.27	15:55.6	3/16/2024	166.27
0.407	0.757	-9.5	0.978657	0.716429	-10.229176	-0.796231	1.942614	24.726472	2016.284	15:55.6	3/16/2024	166.284
0.332	0.637	-9.311	1.134621	0.874183	-10.314439	-0.788771	1.952838	24.582373	2016.298	15:55.6	3/16/2024	166.298
0.402	0.766	-9.757	1.182037	0.741922	-10.336986	-0.776667	1.962395	24.437648	2016.312	15:55.7	3/16/2024	166.312
0.439	0.697	-9.216	1.250932	0.912334	-10.329571	-0.765059	1.971008	24.29307	2016.326	15:55.7	3/16/2024	166.326
0.382	0.779	-9.19	1.289973	0.859271	-10.296119	-0.752575	1.978667	24.149812	2016.34	15:55.7	3/16/2024	166.34
0.315	0.813	-9.387	1.253083	0.656513	-10.22105	-0.740675	1.985689	24.006961	2016.354	15:55.7	3/16/2024	166.354
0.151	0.848	-9.344	1.153541	0.634608	-10.300952	-0.731096	1.992059	23.863786	2016.368	15:55.7	3/16/2024	166.368
0.321	0.936	-9.494	0.888278	0.474689	-10.474507	-0.722099	1.99887	23.717868	2016.382	15:55.7	3/16/2024	166.382
0.38	0.771	-9.74	0.99175	0.700082	-10.389922	-0.714957	2.004091	23.572322	2016.396	15:55.7	3/16/2024	166.396
0.143	0.509	-9.633	0.892567	0.658902	-10.366195	-0.710151	2.007082	23.427907	2016.41	15:55.8	3/16/2024	166.41
0.254	0.689	-9.58	0.754751	0.513788	-10.253893	-0.704689	2.010372	23.286051	2016.424	15:55.8	3/16/2024	166.424
0.365	0.869	-9.527	0.616934	0.368674	-10.14159	-0.699235	2.013674	23.144197	2016.438	15:55.8	3/16/2024	166.438
0.26	0.727	-9.97	0.66062	0.565575	-10.079055	-0.694308	2.017384	23.002554	2016.452	15:55.8	3/16/2024	166.452
0.192	0.841	-9.651	0.457468	0.573427	-10.067962	-0.692509	2.023457	22.86226	2016.466	15:55.8	3/16/2024	166.466
0.211	0.87	-9.711	0.124113	0.407006	-10.203782	-0.694357	2.028865	22.720022	2016.48	15:55.8	3/16/2024	166.48
0.074	0.782	-9.956	0.25902	0.52826	-10.200841	-0.696629	2.034631	22.57702	2016.494	15:55.8	3/16/2024	166.494
0.285	0.584	-9.485	0.304186	0.638292	-10.237823	-0.696312	2.041972	22.434065	2016.508	15:55.9	3/16/2024	166.508
0.256	0.506	-9.859	0.275676	0.511314	-10.044393	-0.697641	2.0448	22.293568	2016.522	15:55.9	3/16/2024	166.522
0.312	0.499	-9.984	0.322452	0.449336	-9.931505	-0.699923	2.047681	22.155194	2016.536	15:55.9	3/16/2024	166.536
0.304	0.461	-10.011	0.268744	0.460847	-9.919199	-0.703114	2.051634	22.019109	2016.55	15:55.9	3/16/2024	166.55
0.295	0.423	-10.038	0.215035	0.472359	-9.906892	-0.707201	2.059753	21.887321	2016.564	15:55.9	3/16/2024	166.564
0.287	0.385	-10.064	0.161326	0.48387	-9.894586	-0.711307	2.067863	21.755529	2016.578	15:55.9	3/16/2024	166.578
0.279	0.346	-10.091	0.107617	0.495381	-9.88228	-0.715431	2.075963	21.62373	2016.592	15:55.9	3/16/2024	166.592
0.271	0.308	-10.118	0.053909	0.506893	-9.869973	-0.719575	2.084054	21.491938	2016.606	15:56.0	3/16/2024	166.606
0.263	0.27	-10.145	0.0002	0.518404	-9.857668	-0.723736	2.092136	21.360139	2016.62	15:56.0	3/16/2024	166.62
0.255	0.232	-10.172	-0.053509	0.529915	-9.845361	-0.727917	2.100207	21.228344	2016.634	15:56.0	3/16/2024	166.634
0.345	0.442	-10.526	0.281641	0.802566	-9.838705	-0.732116	2.108269	21.096545	2016.648	15:56.0	3/16/2024	166.648
0.419	0.282	-10.203	0.078453	0.877095	-9.858986	-0.735547	2.117582	20.959743	2016.662	15:56.0	3/16/2024	166.662
0.253	0.602	-10.044	0.199664	0.962811	-9.965326	-0.739033	2.12642	20.821861	2016.676	15:56.0	3/16/2024	166.676
0.369	0.608	-9.885	0.217445	1.116321	-9.883565	-0.742754	2.134348	20.683635	2016.69	15:56.0	3/16/2024	166.69
0.286	0.731	-9.419	0.143314	0.830953	-9.777162	-0.743238	2.147492	20.545738	2016.704	15:56.1	3/16/2024	166.704
0.417	0.56	-9.883	0.015381	0.535384	-9.96328	-0.743197	2.157125	20.406397	2016.718	15:56.1	3/16/2024	166.718
0.381	0.568	-10.04	0.45528	0.678437	-10.075809	-0.742958	2.163722	20.265938	2016.732	15:56.1	3/16/2024	166.732
0.329	0.551	-10.034	0.554471	0.828733	-10.094768	-0.743938	2.167886	20.125234	2016.746	15:56.1	3/16/2024	166.746
0.248	1.231	-9.34	0.538319	0.756099	-10.341444	-0.742033	2.175664	19.982712	2016.76	15:56.1	3/16/2024	166.76
0.331	0.879	-9.517	0.474277	0.646995	-10.194342	-0.739479	2.184073	19.842838	2016.774	15:56.1	3/16/2024	166.774
0.354	0.628	-9.627	0.504672	0.661788	-10.168162	-0.738162	2.190435	19.711407	2016.788	15:56.1	3/16/2024	166.788
0.384	0.45	-9.752	0.563588	0.65755	-10.117749	-0.736861	2.196799	19.57998	2016.802	15:56.2	3/16/2024	166.802
0.447	0.551	-9.646	0.529645	0.50898	-10.147554	-0.735669	2.201223	19.443614	2016.816	15:56.2	3/16/2024	166.816
0.244	0.706	-9.942	0.495003	0.202047	-10.218846	-0.734614	2.203056	19.300684	2016.83	15:56.2	3/16/2024	166.83
0.575	0.549	-9.489	0.498034	0.25382	-10.264344	-0.73348	2.202439	19.157521	2016.844	15:56.2	3/16/2024	166.844
0.455	0.855	-9.696	0.555049	0.117592	-10.204006	-0.730903	2.200465	19.014823	2016.858	15:56.2	3/16/2024	166.858
0.371	0.751	-9.605	0.524607	-0.124551	-10.164625	-0.727344	2.197388	18.87247	2016.872	15:56.2	3/16/2024	166.872
0.339	0.653	-9.815	0.511795	-0.196799	-10.210248	-0.724426	2.193766	18.730079	2016.886	15:56.2	3/16/2024	166.886
0.372	0.784	-9.487	0.441145	0.166794	-10.355634	-0.720429	2.193435	18.58947	2016.9	15:56.3	3/16/2024	166.9
0.317	0.73	-10.065	0.496398	-0.039319	-10.36707	-0.716007	2.194428	18.449587	2016.914	15:56.3	3/16/2024	166.914
0.349	0.703	-10.133	0.518838	-0.010502	-10.33282	-0.711587	2.195431	18.309702	2016.928	15:56.3	3/16/2024	166.928
0.382	0.677	-10.201	0.541279	0.018316	-10.298569	-0.70717	2.196444	18.169818	2016.942	15:56.3	3/16/2024	166.942
0.414	0.65	-10.269	0.56372	0.047134	-10.264318	-0.702754	2.197469	18.029925	2016.956	15:56.3	3/16/2024	166.956
0.446	0.623	-10.337	0.58616	0.075952	-10.230066	-0.698342	2.198504	17.89004	2016.97	15:56.3	3/16/2024	166.97
0.479	0.597	-10.405	0.608601	0.10477	-10.195814	-0.693932	2.19955	17.750147	2016.984	15:56.3	3/16/2024	166.984
0.511	0.57	-10.473	0.631042	0.133588	-10.161564	-0.689524	2.200608	17.610261	2016.998	15:56.3	3/16/2024	166.998
0.308	0.765	-10.259	0.993225	0.748152	-10.312787	-0.68461	2.20243	17.469597	2017.012	15:56.4	3/16/2024	167.012
0.262	0.902	-9.53	0.953241	0.810775	-10.436232	-0.676648	2.208805	17.324232	2017.026	15:56.4	3/16/2024	167.026
0.375	0.95	-9.288	1.10607	0.660244	-10.226952	-0.668579	2.216812	17.18125	2017.04	15:56.4	3/16/2024	167.04
0.42	0.567	-9.97	0.792052	0.370609	-10.092435	-0.660839	2.224391	17.040285	2017.054	15:56.4	3/16/2024	167.054
0.287	0.498	-10.536	0.722159	0.64495	-9.908788	-0.654002	2.22926	16.901931	2017.068	15:56.4	3/16/2024	167.068
0.206	0.595	-9.956	0.935227	1.050397	-9.774453	-0.651204	2.238486	16.763817	2017.082	15:56.4	3/16/2024	167.082
0.265	0.646	-9.657	0.591975	0.826854	-9.9874	-0.647143	2.249764	16.624805	2017.096	15:56.4	3/16/2024	167.096
0.353	0.849	-10.204	0.809575	1.085016	-10.048369	-0.640501	2.262818	16.484569	2017.11	15:56.5	3/16/2024	167.11
0.41	0.7	-9.612	0.500199	1.226029	-10.247232	-0.638014	2.278027	16.34028	2017.124	15:56.5	3/16/2024	167.124
0.309	0.666	-10.263	0.69903	1.306785	-10.337978	-0.632938	2.293888	16.195755	2017.138	15:56.5	3/16/2024	167.138
0.377	0.452	-10.264	0.803593	1.182893	-10.319115	-0.627166	2.309811	16.053581	2017.152	15:56.5	3/16/2024	167.152
0.34	0.253	-10.088	0.604157	1.242183	-10.140342	-0.628827	2.323112	15.926596	2017.166	15:56.5	3/16/2024	167.166
0.346	0.696	-9.811	0.455069	1.554882	-10.042449	-0.627361	2.340615	15.791322	2017.18	15:56.5	3/16/2024	167.18
0.395	0.695	-9.436	0.557169	1.360687	-9.919182	-0.625059	2.358542	15.65291	2017.194	15:56.5	3/16/2024	167.194
0.405	0.573	-9.46	0.391539	1.115629	-9.834851	-0.62375	2.37332	15.514918	2017.208	15:56.6	3/16/2024	167.208
0.427	0.412	-9.73	0.318232	0.941104	-9.94403	-0.625904	2.384313	15.374558	2017.222	15:56.6	3/16/2024	167.222
0.421	0.575	-9.66	0.183587	0.815512	-10.203635	-0.628591	2.393271	15.231481	2017.236	15:56.6	3/16/2024	167.236
0.424	0.56	-9.474	0.2148	0.548324	-10.495924	-0.631211	2.400357	15.085296	2017.25	15:56.6	3/16/2024	167.25
0.382	0.566	-9.524	0.172758	0.520784	-10.46838	-0.63825	2.401354	14.940822	2017.264	15:56.6	3/16/2024	167.264
0.341	0.572	-9.575	0.130716	0.493244	-10.440834	-0.645292	2.402333	14.79635	2017.278	15:56.6	3/16/2024	167.278
0.299	0.577	-9.626	0.088674	0.465704	-10.413289	-0.652337	2.403295	14.651874	2017.292	15:56.6	3/16/2024	167.292
0.257	0.583	-9.677	0.046632	0.438164	-10.385744	-0.659383	2.404239	14.507399	2017.306	15:56.7	3/16/2024	167.306
0.216	0.588	-9.728	0.00459	0.410624	-10.358199	-0.666432	2.405165	14.362918	2017.32	15:56.7	3/16/2024	167.32
0.174	0.594	-9.778	-0.037452	0.383084	-10.330653	-0.673484	2.406074	14.218442	2017.334	15:56.7	3/16/2024	167.334
0.132	0.599	-9.829	-0.079494	0.355544	-10.303109	-0.680537	2.406964	14.073965	2017.348	15:56.7	3/16/2024	167.348
0.311	0.527	-9.517	0.025915	0.255105	-10.49018	-0.690263	2.404556	13.926629	2017.362	15:56.7	3/16/2024	167.362
0.371	0.819	-9.372	-0.088948	0.184363	-10.690049	-0.698998	2.402448	13.786549	2017.376	15:56.7	3/16/2024	167.376
0.44	0.894	-9.304	-0.185211	-0.181677	-10.656044	-0.705826	2.401483	13.656787	2017.39	15:56.7	3/16/2024	167.39
0.385	0.534	-9.341	-0.392441	-0.308968	-10.657481	-0.712643	2.401019	13.508531	2017.404	15:56.8	3/16/2024	167.404
0.516	0.156	-10.449	0.024722	-0.043014	-10.442813	-0.720533	2.396142	13.362743	2017.418	15:56.8	3/16/2024	167.418
0.281	0.558	-10.635	0.248738	0.27728	-10.407936	-0.728171	2.389346	13.21869	2017.432	15:56.8	3/16/2024	167.432
0.197	0.885	-9.515	0.196775	0.41399	-10.409275	-0.729559	2.390914	13.073944	2017.446	15:56.8	3/16/2024	167.446
-0.044	1.075	-8.41	-0.095566	0.197339	-10.338061	-0.733975	2.395762	12.927881	2017.46	15:56.8	3/16/2024	167.46
0.373	0.801	-9.627	-0.361524	-0.099654	-10.405593	-0.739723	2.400424	12.781434	2017.474	15:56.8	3/16/2024	167.474
0.384	0.66	-10.28	0.29045	0.45366	-10.486106	-0.745747	2.401354	12.635341	2017.488	15:56.8	3/16/2024	167.488
0.364	0.517	-10.146	0.20909	0.283046	-10.534458	-0.751774	2.402268	12.489254	2017.502	15:56.9	3/16/2024	167.502
0.374	0.619	-10.258	0.102693	0.369845	-10.558894	-0.759237	2.403294	12.342775	2017.516	15:56.9	3/16/2024	167.516
0.504	0.681	-10.438	-0.148217	0.920814	-10.445388	-0.768615	2.404465	12.195783	2017.53	15:56.9	3/16/2024	167.53
0.235	1.061	-8.867	-0.363509	0.94287	-10.418076	-0.775726	2.420088	12.049469	2017.544	15:56.9	3/16/2024	167.544
0.375	0.557	-9.67	-0.575413	0.773855	-10.35256	-0.786645	2.43363	11.91636	2017.558	15:56.9	3/16/2024	167.558
0.598	0.705	-9.977	-0.668234	0.92343	-10.214988	-0.800977	2.445757	11.790299	2017.572	15:56.9	3/16/2024	167.572
0.328	0.574	-9.615	-0.618741	1.274696	-10.322068	-0.818688	2.458805	11.647049	2017.586	15:56.9	3/16/2024	167.586
0.355	0.594	-10.145	-0.514563	1.370211	-10.362247	-0.835254	2.472446	11.503471	2017.6	15:56.9	3/16/2024	167.6
0.25	0.742	-9.815	-0.685924	1.199018	-10.297156	-0.851487	2.485433	11.360164	2017.614	15:57.0	3/16/2024	167.614
0.268	0.719	-9.766	-0.661522	1.093472	-10.29205	-0.868004	2.496213	11.217873	2017.628	15:57.0	3/16/2024	167.628
0.285	0.696	-9.717	-0.63712	0.987926	-10.286946	-0.884549	2.506952	11.075579	2017.642	15:57.0	3/16/2024	167.642
0.303	0.673	-9.668	-0.612717	0.882379	-10.281841	-0.901121	2.51765	10.933283	2017.656	15:57.0	3/16/2024	167.656
0.321	0.65	-9.619	-0.588315	0.776833	-10.276735	-0.917719	2.528307	10.790983	2017.67	15:57.0	3/16/2024	167.67
0.339	0.627	-9.57	-0.563913	0.671287	-10.271631	-0.934343	2.538922	10.648676	2017.684	15:57.0	3/16/2024	167.684
0.356	0.605	-9.521	-0.539511	0.56574	-10.266526	-0.950994	2.549497	10.506363	2017.698	15:57.0	3/16/2024	167.698
0.511	0.741	-9.938	-0.557335	0.327457	-10.272637	-0.967412	2.55855	10.363976	2017.712	15:57.1	3/16/2024	167.712
0.364	0.64	-9.584	-0.609301	0.181382	-10.273581	-0.982284	2.558691	10.221128	2017.726	15:57.1	3/16/2024	167.726
0.228	0.64	-9.27	-0.487651	-0.132267	-10.187422	-0.993709	2.556106	10.07871	2017.74	15:57.1	3/16/2024	167.74
0.314	0.641	-9.584	-0.140346	-0.044471	-10.173183	-1.002655	2.55182	9.936137	2017.754	15:57.1	3/16/2024	167.754
0.524	0.68	-9.252	-0.18607	-0.347811	-10.328302	-1.008854	2.546018	9.792752	2017.768	15:57.1	3/16/2024	167.768
0.655	0.572	-10.188	-0.113619	-0.36394	-10.145092	-1.020241	2.535872	9.651434	2017.782	15:57.1	3/16/2024	167.782
0.493	0.932	-9.565	-0.422459	-0.29097	-10.046775	-1.031095	2.52638	9.511417	2017.796	15:57.1	3/16/2024	167.796
0.486	0.918	-9.672	-0.358159	-0.381828	-9.955976	-1.040097	2.518738	9.372685	2017.81	15:57.2	3/16/2024	167.81
0.428	0.905	-9.706	-0.303435	-0.743382	-10.045299	-1.048366	2.50697	9.231784	2017.824	15:57.2	3/16/2024	167.824
0.448	0.554	-9.906	-0.3864	-0.814415	-10.176905	-1.058881	2.49299	9.088374	2017.838	15:57.2	3/16/2024	167.838
0.496	0.385	-9.564	-0.442004	-0.764545	-10.386589	-1.071064	2.477339	8.943083	2017.852	15:57.2	3/16/2024	167.852
0.435	0.726	-9.379	-0.419849	-0.660816	-10.590961	-1.083207	2.461657	8.797801	2017.866	15:57.2	3/16/2024	167.866
0.056	0.832	-9.398	-0.450208	-0.613601	-10.711556	-1.094346	2.448306	8.651089	2017.88	15:57.2	3/16/2024	167.88
0.497	0.79	-9.997	-0.303788	-0.800348	-10.44923	-1.103941	2.435113	8.505389	2017.894	15:57.2	3/16/2024	167.894
0.473	0.892	-10.016	-0.114622	-0.741498	-10.158539	-1.110694	2.419997	8.363651	2017.908	15:57.3	3/16/2024	167.908
0.398	0.714	-9.771	-0.257441	-0.64207	-9.876058	-1.120322	2.411018	8.225791	2017.922	15:57.3	3/16/2024	167.922
0.293	0.714	-10.368	-0.206437	-0.215459	-9.797012	-1.129198	2.403494	8.088169	2017.936	15:57.3	3/16/2024	167.936
0.447	1.054	-9.987	-0.160238	-0.190861	-9.985302	-1.136432	2.396556	7.95	2017.95	15:57.3	3/16/2024	167.95
0.306	0.971	-9.495	0.040644	0.012312	-10.132758	-1.139813	2.402711	7.808543	2017.964	15:57.3	3/16/2024	167.964
0.364	1.053	-9.413	0.148865	0.079694	-10.243855	-1.143209	2.408859	7.667087	2017.978	15:57.3	3/16/2024	167.978
0.405	0.964	-9.471	0.135195	0.22407	-10.194263	-1.14662	2.414997	7.52563	2017.992	15:57.3	3/16/2024	167.992
0.446	0.874	-9.528	0.121526	0.368446	-10.144672	-1.150047	2.421127	7.384172	2018.006	15:57.4	3/16/2024	168.006
0.487	0.785	-9.585	0.107856	0.512822	-10.095079	-1.153488	2.427248	7.242714	2018.02	15:57.4	3/16/2024	168.02
0.529	0.695	-9.643	0.094186	0.657199	-10.045488	-1.156945	2.433362	7.101252	2018.034	15:57.4	3/16/2024	168.034
0.57	0.606	-9.7	0.080516	0.801575	-9.995896	-1.160417	2.439466	6.959791	2018.048	15:57.4	3/16/2024	168.048
0.571	0.522	-9.739	0.098777	0.97254	-9.953174	-1.163904	2.445562	6.818329	2018.062	15:57.4	3/16/2024	168.062
0.347	0.67	-9.452	0.043771	1.059235	-9.971701	-1.168703	2.454165	6.678197	2018.076	15:57.4	3/16/2024	168.076
0.44	0.843	-10.026	-0.084835	1.028676	-9.901186	-1.175257	2.46611	6.539837	2018.09	15:57.4	3/16/2024	168.09
0.572	1.198	-9.841	-0.020435	0.960626	-9.945777	-1.182756	2.475147	6.400636	2018.104	15:57.5	3/16/2024	168.104
0.281	1.19	-9.457	-0.108033	0.889134	-10.071425	-1.189482	2.486194	6.260235	2018.118	15:57.5	3/16/2024	168.118
0.417	0.58	-9.875	0.030057	1.129127	-10.059731	-1.195611	2.498659	6.119235	2018.132	15:57.5	3/16/2024	168.132
0.421	0.215	-9.915	0.006918	1.191733	-9.958405	-1.201578	2.510604	5.980013	2018.146	15:57.5	3/16/2024	168.146
0.23	0.783	-8.708	0.10575	1.554859	-9.967972	-1.205806	2.523863	5.841013	2018.16	15:57.5	3/16/2024	168.16
0.485	0.768	-9.553	0.03917	0.771296	-9.968748	-1.208387	2.534222	5.702161	2018.174	15:57.5	3/16/2024	168.174
0.425	0.559	-10.273	0.294595	0.486832	-9.972366	-1.208553	2.536034	5.563441	2018.188	15:57.5	3/16/2024	168.188
0.402	0.519	-10.059	0.451644	0.358828	-9.94345	-1.208725	2.537845	5.424723	2018.202	15:57.6	3/16/2024	168.202
0.384	0.521	-9.706	0.565424	0.276776	-9.919911	-1.2089	2.539656	5.286003	2018.216	15:57.6	3/16/2024	168.216
0.502	1.235	-9.958	0.26522	-0.254024	-9.905396	-1.20908	2.541467	5.147283	2018.23	15:57.6	3/16/2024	168.23
0.474	0.833	-9.776	0.897653	-0.264359	-9.955288	-1.203748	2.533386	5.007392	2018.244	15:57.6	3/16/2024	168.244
0.291	0.863	-9.748	1.074515	-0.06516	-10.098915	-1.194956	2.526425	4.866142	2018.258	15:57.6	3/16/2024	168.258
0.484	0.911	-9.262	1.135003	-0.231075	-10.215563	-1.183607	2.5201	4.723795	2018.272	15:57.6	3/16/2024	168.272
0.418	0.688	-9.834	1.097117	-0.57151	-10.253563	-1.172481	2.512478	4.580961	2018.286	15:57.6	3/16/2024	168.286
0.496	0.36	-9.851	0.884715	-0.81217	-10.154577	-1.166765	2.497712	4.438613	2018.3	15:57.6	3/16/2024	168.3
0.457	0.859	-9.819	0.825055	-0.829947	-10.255064	-1.162832	2.481216	4.296466	2018.314	15:57.7	3/16/2024	168.314
0.454	0.882	-9.943	0.958779	-0.946421	-10.229113	-1.157988	2.467551	4.15433	2018.328	15:57.7	3/16/2024	168.328
0.394	0.867	-9.913	0.948922	-0.845925	-10.235895	-1.153111	2.453897	4.012194	2018.342	15:57.7	3/16/2024	168.342
0.376	0.905	-9.736	0.870349	-0.75156	-10.26286	-1.1482	2.440256	3.870059	2018.356	15:57.7	3/16/2024	168.356
0.358	0.944	-9.559	0.791776	-0.657195	-10.289824	-1.143256	2.426627	3.727925	2018.37	15:57.7	3/16/2024	168.37
0.34	0.983	-9.382	0.713204	-0.562829	-10.316789	-1.138277	2.413011	3.585789	2018.384	15:57.7	3/16/2024	168.384
0.322	1.021	-9.206	0.634631	-0.468464	-10.343753	-1.133264	2.399407	3.443654	2018.398	15:57.7	3/16/2024	168.398
0.331	0.982	-9.035	0.55202	-0.414869	-10.370313	-1.128743	2.386927	3.301134	2018.412	15:57.8	3/16/2024	168.412
0.453	0.694	-9.631	0.372645	-0.49401	-10.344037	-1.127341	2.381131	3.156297	2018.426	15:57.8	3/16/2024	168.426
0.437	0.418	-9.986	0.233155	-0.346834	-10.288403	-1.127262	2.376383	3.012846	2018.44	15:57.8	3/16/2024	168.44
0.477	0.669	-10.505	0.462132	-0.152927	-10.294575	-1.127684	2.37124	2.869187	2018.454	15:57.8	3/16/2024	168.454
0.416	0.786	-10.231	0.845036	0.469986	-10.375619	-1.128036	2.364062	2.723624	2018.468	15:57.8	3/16/2024	168.468
0.294	0.707	-9.121	0.620366	0.405978	-10.39906	-1.122125	2.36969	2.579379	2018.482	15:57.8	3/16/2024	168.482
0.458	0.741	-9.702	0.691246	0.388978	-10.313954	-1.116914	2.375323	2.435839	2018.496	15:57.8	3/16/2024	168.496
0.412	0.305	-10.459	0.703126	0.569379	-10.143376	-1.114012	2.378107	2.292945	2018.51	15:57.9	3/16/2024	168.51
0.384	0.814	-9.061	0.725329	0.827845	-10.216894	-1.107906	2.388761	2.172233	2018.524	15:57.9	3/16/2024	168.524
0.344	0.723	-9.58	0.683815	0.641827	-10.247394	-1.101176	2.399922	2.039199	2018.538	15:57.9	3/16/2024	168.538
0.332	0.846	-9.626	0.772517	0.901538	-10.208446	-1.093988	2.411469	1.896922	2018.552	15:57.9	3/16/2024	168.552
0.32	0.968	-9.673	0.861219	1.161249	-10.169499	-1.086828	2.423034	1.754647	2018.566	15:57.9	3/16/2024	168.566
0.17	0.807	-9.174	1.182509	1.308	-10.110854	-1.080173	2.438565	1.611843	2018.58	15:57.9	3/16/2024	168.58
0.394	0.617	-9.718	0.76629	0.984001	-10.176529	-1.073495	2.453969	1.469292	2018.594	15:57.9	3/16/2024	168.594
0.325	0.864	-9.193	1.037096	1.251444	-10.118401	-1.066219	2.465086	1.327903	2018.608	15:58.0	3/16/2024	168.608
0.462	0.707	-9.167	0.642801	0.781456	-10.16967	-1.060771	2.474384	1.186464	2018.622	15:58.0	3/16/2024	168.622
0.338	0.776	-9.858	0.787878	0.737622	-10.115955	-1.057386	2.481185	1.045228	2018.636	15:58.0	3/16/2024	168.636
0.364	0.815	-9.597	0.88296	0.967571	-10.075962	-1.056336	2.485049	0.904277	2018.65	15:58.0	3/16/2024	168.65
0.339	1.05	-9.661	0.845553	0.912816	-10.029724	-1.047338	2.494612	0.765018	2018.664	15:58.0	3/16/2024	168.664
0.298	1.058	-9.725	0.888249	0.830357	-9.996553	-1.043103	2.499694	0.628889	2018.678	15:58.0	3/16/2024	168.678
0.269	0.981	-9.615	0.830352	0.720005	-9.967002	-1.04243	2.501404	0.495107	2018.692	15:58.0	3/16/2024	168.692
0.24	0.904	-9.505	0.772455	0.609654	-9.937452	-1.041762	2.503114	0.361326	2018.706	15:58.1	3/16/2024	168.706
0.211	0.827	-9.394	0.714558	0.499302	-9.907901	-1.041098	2.504827	0.227544	2018.72	15:58.1	3/16/2024	168.72
0.182	0.749	-9.284	0.65666	0.38895	-9.878351	-1.040437	2.506541	0.093762	2018.734	15:58.1	3/16/2024	168.734
0.153	0.672	-9.174	0.598763	0.278599	-9.848801	-1.039781	2.508256	-0.040021	2018.748	15:58.1	3/16/2024	168.748
0.23	0.596	-9.349	0.465392	0.125437	-9.813804	-1.039128	2.509974	-0.173803	2018.762	15:58.1	3/16/2024	168.762
0.429	0.6	-10.129	0.211891	0.00257	-9.757783	-1.038626	2.511411	-0.308689	2018.776	15:58.1	3/16/2024	168.776
0.556	0.326	-10.387	0.358436	0.042346	-9.811439	-1.038321	2.512474	-0.445045	2018.79	15:58.1	3/16/2024	168.79
0.614	0.549	-10.042	0.387283	-0.043078	-9.954164	-1.042325	2.505981	-0.585158	2018.804	15:58.2	3/16/2024	168.804
0.466	0.37	-9.543	0.312584	-0.006722	-10.086285	-1.046272	2.499862	-0.725035	2018.818	15:58.2	3/16/2024	168.818
0.53	0.496	-9.615	0.059929	-0.208341	-10.041068	-1.05028	2.493819	-0.864816	2018.832	15:58.2	3/16/2024	168.832
0.617	0.719	-10.116	0.063682	-0.490102	-10.0411	-1.054924	2.486556	-1.005091	2018.846	15:58.2	3/16/2024	168.846
0.345	0.673	-10.555	0.208946	-0.406555	-10.079211	-1.05688	2.47907	-1.14588	2018.86	15:58.2	3/16/2024	168.86
0.537	0.626	-9.819	0.361099	-0.124773	-10.109785	-1.058485	2.473236	-1.286592	2018.874	15:58.2	3/16/2024	168.874
0.522	0.351	-10.048	0.273242	-0.047504	-10.059602	-1.061922	2.471746	-1.426597	2018.888	15:58.2	3/16/2024	168.888
0.487	0.506	-9.963	0.155104	-0.071816	-10.151086	-1.069032	2.468883	-1.563845	2018.902	15:58.3	3/16/2024	168.902
0.49	0.747	-9.781	0.037153	-0.095839	-10.252572	-1.076748	2.465775	-1.700634	2018.916	15:58.3	3/16/2024	168.916
0.492	0.988	-9.599	-0.080799	-0.119861	-10.354059	-1.084456	2.462648	-1.837422	2018.93	15:58.3	3/16/2024	168.93
