Time,AVz,Ay,Steer_SW
         10.9, 0.0473980903625, 0.000722165044863, -2.0149564743
       10.925, 0.0472468063235, 0.000796974694822, -2.03755784035
        10.95, 0.0467127636075, 0.000864850531798, -2.06043338776
       10.975, 0.0458422005177, 0.000928683090024, -2.08329987526
           11, 0.044664170593, 0.000987197621725, -2.10592865944
       11.025, 0.0432068109512, 0.00103693653364, -2.12814879417
        11.05, 0.0415089838207, 0.00107535382267, -2.1498298645
       11.075, 0.0396170914173, 0.00110110105015, -2.1708650589
         11.1, 0.0375797860324, 0.00111451640259, -2.19115710258
       11.125, 0.0354403108358, 0.00111725903116, -2.21060776711
        11.15, 0.033230304718, 0.00111166771967, -2.22911524773
       11.175, 0.0309629868716, 0.00110036623664, -2.24657583237
         11.2, 0.0286320187151, 0.00108458672184, -2.26289868355
       11.225, 0.0262218620628, 0.00106202834286, -2.27802443504
        11.25, 0.0237306803465, 0.00103101832792, -2.29191565514
       11.275, 0.0211726389825, 0.000990841072053, -2.30454492569
         11.3, 0.0185779426247, 0.000942345126532, -2.31588840485
       11.325, 0.0159866288304, 0.000887709786184, -2.32592201233
        11.35, 0.0134411659092, 0.000829865282867, -2.33462381363
       11.375, 0.0109796384349, 0.000771714025177, -2.34198045731
         11.4, 0.00862802099437, 0.000715793052223, -2.34799432755
       11.425, 0.00639842962846, 0.000662614358589, -2.35269880295
        11.45, 0.00429850351065, 0.000609612616245, -2.3561694622
       11.475, 0.00234352704138, 0.000555307487957, -2.35850787163
         11.5, 0.000552191399038, 0.000499017711263, -2.35982680321
       11.525, -0.00105746090412, 0.000441199226771, -2.36023807526
        11.55, -0.00247333198786, 0.000383128586691, -2.35984444618
       11.575, -0.0036930993665, 0.000326454435708, -2.35873556137
         11.6, -0.00472683180124, 0.000272733333986, -2.35698795319
